Matrix,Iterations,Method,BestDistance,AverageDistance,BestTour
Matrix 7,900,Hybrid,15.0,15.00,[0, 3, 4, 2, 1]
Matrix 7,1000,HC,15.0,15.00,[2, 1, 0, 3, 4]
Matrix 7,1000,SA,15.0,15.00,[3, 4, 2, 1, 0]
Matrix 7,1000,Hybrid,15.0,15.00,[2, 4, 3, 0, 1]
Matrix 8,100,HC,13.0,13.00,[0, 4, 3, 1, 2]
Matrix 8,100,SA,13.0,13.00,[2, 0, 4, 3, 1]
Matrix 8,100,Hybrid,13.0,13.00,[3, 1, 2, 0, 4]
Matrix 8,200,HC,13.0,13.00,[4, 3, 1, 2, 0]
Matrix 8,200,SA,13.0,13.00,[2, 0, 4, 3, 1]
Matrix 8,200,Hybrid,13.0,13.00,[0, 2, 1, 3, 4]
Matrix 8,300,HC,13.0,13.00,[1, 3, 4, 0, 2]
Matrix 8,300,SA,13.0,13.00,[0, 4, 3, 1, 2]
Matrix 8,300,Hybrid,13.0,13.00,[2, 1, 3, 4, 0]
Matrix 8,400,HC,13.0,13.00,[4, 0, 2, 1, 3]
Matrix 8,400,SA,13.0,13.00,[0, 4, 3, 1, 2]
Matrix 8,400,Hybrid,13.0,13.00,[1, 2, 0, 4, 3]
Matrix 8,500,HC,13.0,13.00,[1, 2, 0, 4, 3]
Matrix 8,500,SA,13.0,13.00,[1, 3, 4, 0, 2]
Matrix 8,500,Hybrid,13.0,13.00,[3, 1, 2, 0, 4]
Matrix 8,600,HC,13.0,13.00,[1, 3, 4, 0, 2]
Matrix 8,600,SA,13.0,13.00,[0, 4, 3, 1, 2]
Matrix 8,600,Hybrid,13.0,13.00,[3, 4, 0, 2, 1]
Matrix 8,700,HC,13.0,13.00,[4, 0, 2, 1, 3]
Matrix 8,700,SA,13.0,13.00,[1, 2, 0, 4, 3]
Matrix 8,700,Hybrid,13.0,13.00,[1, 3, 4, 0, 2]
Matrix 8,800,HC,13.0,13.00,[0, 2, 1, 3, 4]
Matrix 8,800,SA,13.0,13.00,[1, 3, 4, 0, 2]
Matrix 8,800,Hybrid,13.0,13.00,[1, 2, 0, 4, 3]
Matrix 8,900,HC,13.0,13.00,[1, 2, 0, 4, 3]
Matrix 8,900,SA,13.0,13.00,[4, 3, 1, 2, 0]
Matrix 8,900,Hybrid,13.0,13.00,[4, 0, 2, 1, 3]
Matrix 8,1000,HC,13.0,13.00,[2, 0, 4, 3, 1]
Matrix 8,1000,SA,13.0,13.00,[2, 1, 3, 4, 0]
Matrix 8,1000,Hybrid,13.0,13.00,[4, 0, 2, 1, 3]
Matrix 9,100,HC,16.0,16.00,[1, 4, 3, 0, 2]
Matrix 9,100,SA,16.0,16.00,[3, 0, 2, 1, 4]
Matrix 9,100,Hybrid,16.0,16.00,[2, 0, 3, 4, 1]
Matrix 9,200,HC,16.0,16.00,[3, 4, 1, 2, 0]
Matrix 9,200,SA,16.0,16.00,[1, 2, 0, 3, 4]
Matrix 9,200,Hybrid,16.0,16.00,[4, 1, 2, 0, 3]
Matrix 9,300,HC,16.0,16.00,[4, 3, 0, 2, 1]
Matrix 9,300,SA,16.0,16.00,[0, 2, 1, 4, 3]
Matrix 9,300,Hybrid,16.0,16.00,[1, 2, 0, 3, 4]
Matrix 9,400,HC,16.0,16.00,[4, 1, 2, 0, 3]
Matrix 9,400,SA,16.0,16.00,[1, 2, 0, 3, 4]
Matrix 9,400,Hybrid,16.0,16.00,[3, 4, 1, 2, 0]
Matrix 9,500,HC,16.0,16.00,[0, 2, 1, 4, 3]
Matrix 9,500,SA,16.0,16.00,[4, 3, 0, 2, 1]
Matrix 9,500,Hybrid,16.0,16.00,[1, 4, 3, 0, 2]
Matrix 9,600,HC,16.0,16.00,[2, 1, 4, 3, 0]
Matrix 9,600,SA,16.0,16.00,[2, 1, 4, 3, 0]
Matrix 9,600,Hybrid,16.0,16.00,[0, 2, 1, 4, 3]
Matrix 9,700,HC,16.0,16.00,[1, 2, 0, 3, 4]
Matrix 9,700,SA,16.0,16.00,[3, 0, 2, 1, 4]
Matrix 9,700,Hybrid,16.0,16.00,[3, 0, 2, 1, 4]
Matrix 9,800,HC,16.0,16.00,[4, 3, 0, 2, 1]
Matrix 9,800,SA,16.0,16.00,[0, 3, 4, 1, 2]
Matrix 9,800,Hybrid,16.0,16.00,[0, 3, 4, 1, 2]
Matrix 9,900,HC,16.0,16.00,[1, 4, 3, 0, 2]
Matrix 9,900,SA,16.0,16.00,[4, 3, 0, 2, 1]
Matrix 9,900,Hybrid,16.0,16.00,[3, 4, 1, 2, 0]
Matrix 9,1000,HC,16.0,16.00,[3, 0, 2, 1, 4]
Matrix 9,1000,SA,16.0,16.00,[2, 0, 3, 4, 1]
Matrix 9,1000,Hybrid,16.0,16.00,[3, 0, 2, 1, 4]
Matrix 10,100,HC,15.0,15.00,[2, 0, 3, 4, 1]
Matrix 10,100,SA,15.0,15.00,[0, 3, 4, 1, 2]
Matrix 10,100,Hybrid,15.0,15.00,[3, 4, 1, 2, 0]
Matrix 10,200,HC,15.0,15.00,[1, 2, 0, 3, 4]
Matrix 10,200,SA,15.0,15.00,[1, 4, 3, 0, 2]
Matrix 10,200,Hybrid,15.0,15.00,[1, 4, 3, 0, 2]
Matrix 10,300,HC,15.0,15.00,[3, 0, 2, 1, 4]
Matrix 10,300,SA,15.0,15.00,[1, 4, 3, 0, 2]
Matrix 10,300,Hybrid,15.0,15.00,[3, 4, 1, 2, 0]
Matrix 10,400,HC,15.0,15.00,[0, 2, 1, 4, 3]
Matrix 10,400,SA,15.0,15.00,[4, 3, 0, 2, 1]
Matrix 10,400,Hybrid,15.0,15.00,[0, 3, 4, 1, 2]
Matrix 10,500,HC,15.0,15.00,[2, 1, 4, 3, 0]
Matrix 10,500,SA,15.0,15.00,[0, 3, 4, 1, 2]
Matrix 10,500,Hybrid,15.0,15.00,[1, 4, 3, 0, 2]
Matrix 10,600,HC,15.0,15.00,[4, 1, 2, 0, 3]
Matrix 10,600,SA,15.0,15.00,[2, 0, 3, 4, 1]
Matrix 10,600,Hybrid,15.0,15.00,[0, 3, 4, 1, 2]
Matrix 10,700,HC,15.0,15.00,[4, 3, 0, 2, 1]
Matrix 10,700,SA,15.0,15.00,[0, 2, 1, 4, 3]
Matrix 10,700,Hybrid,15.0,15.00,[2, 1, 4, 3, 0]
Matrix 10,800,HC,15.0,15.00,[1, 2, 0, 3, 4]
Matrix 10,800,SA,15.0,15.00,[3, 4, 1, 2, 0]
Matrix 10,800,Hybrid,15.0,15.00,[2, 0, 3, 4, 1]
Matrix 10,900,HC,15.0,15.00,[1, 2, 0, 3, 4]
Matrix 10,900,SA,15.0,15.00,[0, 2, 1, 4, 3]
Matrix 10,900,Hybrid,15.0,15.00,[1, 4, 3, 0, 2]
Matrix 10,1000,HC,15.0,15.00,[1, 2, 0, 3, 4]
Matrix 10,1000,SA,15.0,15.00,[4, 1, 2, 0, 3]
Matrix 10,1000,Hybrid,15.0,15.00,[1, 4, 3, 0, 2]
